emotion,tweet
0," Spine problems or..?  In my case, heels would result in a broken bone, rearranged jaw or nose, probably. O_O"
0,Selena U r a so Lucky Person youÂ´re Dating Taylor  I want too xD But nobody wants to be my Boyfriend  Have a good time together
0,I miss the old Yankees Stadium. Seriously...  Only coz I've been there... LOLOL. I miss Hollywood... Wanna go back... O_O
0,re-re-re-installing a second partition with XP
0,missing out the football for work xD what a drag
0,aww taylor you're so cute! XD I feel really old now
0," A response I got, as an ecologist:&quot;World is ending anyway, god will make another for us, so why bother?&quot; "
0,2 hours?! My faulllt!  Ye be a genius no matter how many hours hehe<3
0,hmmm im gunna be very near edge and no windows or doors  i dont wanna die xD
0," i wish i could be there  :p but im in exam period xD , update please on twitter &amp; FB &amp; youtube about MW2 :p"
0,"firstly, yay diversity won bgt =D=D secondly, brandon flowers is amazing, but just announced on jonathan ross he is married with two kids "
0,Haha xD I just looked at my profile too. It doesn't look like I'm a robot... I'm kinda disappointed  Lol.
0,Same XD I feel...sick though
0,Haha Aww Poor David  That's Ok So Do I Lol! Ugh School.... But I Have a 4 Day Weekend Whoot <33 Mrs.CJBaran<3
0,"The worst thing about Monday mornings is having to boot Windows XP at work, after a weekend of OS/X and Linux goodness "
0,They show too many episodes of him now. O_O I wish they'd show Drake &amp; Josh occasionally on weekdays.
0,i like yout twitter is.... crazy xD miss you cousin
0,oh i hate it when my dreams are too good then suddenly mom wakes me up  xD
0,Lol xD They should make them in her size! Im ok danke apart from waking up with a headache today! Goin bk to uni later
0,sorry  that thing is contagious...at least the literal video has 1 of the best lines ever:&quot;my matress is made of gypsy sluts.&quot;
0,yeah right !!! miss u evennn moooree  <3 .. me tooooo xD !!
0,WERE YOU IN LONDON:O I wanted to go seeeeee you
0,Haha yeah!! >-< flail about arashi!! XD And omg.. i'm scared of watching tonight's AnS after last week super tanned ohno
0," Yessss.  I'm almost done and waaaaah. I've known what was going to happen, and now I'm putting off finishing it. XD"
0,Sunburn... Hurts soooo good XD! Pool water broke my hair
0,OOOOH! XD that aint good then
0,I haz no sewing machine and I fail at sewing in general   I can haz ur skillz? XD
0," Have just been perving on your 'following'. xD All the Twilightpeople are fakes, bb "
0," cant wait to get the new album later today, i wanted to get it at midnight but i didnt  love you guys, U ROCK<3"
0," haahah video tape her xD while telling her,,I almost died when they told me wwntworth miller is gay "
0,are you doing a level or gcse? i've just started my gcse's  XD
0,time to screw up my fresh install of Win XP Pro with shitty iTunes
0,Boring apartment waiting for my BF<3 listening to the carpenters . Bored i miss my BF
0,about to go to chineseee school  last day babeeyyyyy! xD
0,its soooooooo early. I have exams  but a photoshoot...this early? *jocelyn<3*
0,Facebook wont let me upload pictures  cant u tell im doing everything to avoid my coursework xD
0,poor olivia  i love you brittany<3
0,"I'm not going to the Movie Awards!  Just 'cause I'm at Venezuela Â¬Â¬ haha but I don't care, not too much! lol xD"
0,almost 2:0 doni missed a goal that was practically made ...  ... maybe juve does not want to become 2nd ?  tbey r playing terrible ....
0,Aww Greg  Why Was It Boring ?! Mrs.CJBaran<3
0,AnnaBanana74 i know but everyones hated me xD and i havent finish
0,can't sleep now it's 02:00 am..  but would try again.. goodnighty night again!! <3<3 xoxo
0,crushing<3 at home
0,leaving trish and melissa  this night was fun  B<3
0,"Power just had a hiccup, takes about five minutes for DVR to reboot.  Was watching new Phineas &amp; Ferb on XD and recording I'm a Celeb. "
0," Until when?! GASPS. O_o Yikes, we'll be too occupied to vote. "
0,"Hurt my leg somehow, it sucks.  about to hit the bed... what crap will go down tomorrow? O_o"
0,itÂ´s night too here XD I'm studying math for my exam what are you doing my earphones of my phone broke down  I cant listen music
0,:S:S fudgdickles. i have my commerce exam tomorrow.  craaaaaap.
0,being sick stinkss  ..text if ya wannnaa<3
0,"I keep making up random bits of songs, but I don't have any ideas for a full song  Annoying, because I can't stop picking the guitar up xD"
0,why wont the fanfic place send me the password :S:S:S
0," yeah, i missed his smile  the g's and bill should learn from the gangstah and get themselves a girl too XD"
0,oh my goshhhh its 2! whattttt. ahh gotta be up at 7 tmr. &amp; im still sneezing  good night cuties<3
0," awwww, im not going summertime ball  boo. but i did vote lotsies<3 have a real good time guysâ¥ loveyouLOADSSS(L)"
0,Chuffed to see that Man U have been knocked out FA Cup by Everton xD ....The team that beat LFC
0,"Walking to school, hayfever very bad  too hot too xD"
0,gosh im bored. its early..n i wanna go..to sleeeepp why am i at work?  *kay<3*
0," ××?! ×× ××? ×¤×××¨ !  × ×× , ×?× ×ª××× ×¤×¢××××?. ×?×ª ×××××ª ×× ×××× ××ª××¨ ××ª× × ××××××××ª! XD"
0,"Aww I miss being in the kids choir  I used to sing in all the sections. Soprano, Alto, AND tenor...WHAT! Lol<3"
0,got sunstroke bad  good holidays thouu xD
0,I didnt go.  It was like 6am here when you started XD. Please do one where in london time its later than 10am haha. x
0," i was team jacob before pa  dude, i'm still posting the finger pic okay XD"
0,that sucks! i think it should be out over there xD
0,woop driving lesson sooon xD Wants the man to deliever her laptop lead sooon  x
0,Wow! Wats this about the fight eminen had? =O i cant wait to see the show to morrow xD poor eminen tho  haha.
0,"Pastor K. Pagano:&quot;belief in God and guns. Without that this country wouldn't be here.&quot;/this country was stolen from the Indians, dumbass. "
0,"Too bad di film order of phoenix, gak dikasih adegan HP kissing Hermionie.  But @ half blood prince, Ada scene HP kissing Ginny, yay! XD"
0,"its raining  but its alright, then the grass will get greener  good for the horses! The school ends soon! YEAH im so happy for that! XD"
0,haha oh me too  haha oh i know went so for SO long XD night xx
0,O_o Huh? And please give back the favor by taking a piss in Houston...I really need it to rain
0,I'm bugging with Office 2007 numbering problem. e.g  Heading 2 is displayed as &quot;5.1&quot; and Heading 3 under 5.1 showing as &quot;3.1.1&quot;.
0,"I feel so sick today  maybe its all that ice-cream I eat to breakfast xD Need to clean my room and work out!&quot;#ï¿½ pic on the blog, reaaaad"
0,started studying  but keeps ending up on facebook and twitter:p
0,is lookin at horrid pictures of herself that people have been posting on facebook:S
0,just finished watching Hannah Montana the Movie and it's so sad  it ALMOST made me cry. and Travis is so CUTE!! lmao xD
0,I'm off to study for my advanced functions math exam -.- ! and yup. next week is booked   o well. im broke anyways xD
0,aw wow  yeah its so annoying to see them stacked up on shelves waiting for your copy. idk where mine is even xD
0,... Oh my  That... probably wasn't smart XD
0," I aint giving up, i tell you that. xD Totally messed up BB if this carries on. "
0,FUCK SQUIRREL EYE SOCKETS! my thesis sounds like fart DX ahhh im gunna fail history
0," hahah Oh gosh Shell, bringing a Rubix Cube too a gig!! lol XD No probs! I just wish stupid Pete had said hi to u.. "
0,"Morning twitter, just woke and I have a stupid headache that won't go away  good luck for Bash tonight xD hopefully he'll do like Kriss."
0,me 2! ... best night ever! XD ... sorry for the late reply laptop broke  .... hvnt heard anything good on in cardiff sos
0,awww that stinks  lol   are you gonna watch hannah tonight (bahahaha i think i know that answer xD)
0,I though I was getting better but I'm not. I'm getting worse. Oh my  So sick</3
0,"- so boredd been inside all daÑ, just mÑ luck for the weather to be good when im ill     hopefullÑ im better tomorro.x3"
0,"Val and Jacobe made me sad  I know they were talking to my brother, cuz they know I'll listen to Val she the best Role Model ever luvher<3"
0,HEY! omg xD how've you been?! It has been a long time
0,The school as made the decision to  go with windows .. so by nextweek we would be seeing the first installment of windows xp
0,i'm still really colddddd  watching BOLT<3 I LOVE EVERYBODY IN THE MOVIE EXCEPT MILEY'S CHARACTER!
0,"Literature and Biography  Ok ok ok, Everything will be Ok since I'm Cassiopeia xD"
0,aw  I'll send you one...if possible hehe. Hows mars bar and her little crush XD
0,720 updates! omgggg it looks like yesterday i updated my twitter for the 100th time o_o am i addicted?
0,"Shit, I'm so tired I'm like falling asleep! I still gotta finish my project though  Gotta stay awake O_O"
0,"No Lucky Potions in the CS today due to the bug.  There will be Animal Crackers, though! +50% bonus XP for your pets."
0,lol i suck at knowledge of that stuff but i'm great with clocks now XD n yeah Dobbs is a bases loaded blower
0,/me shifts uncomfortably....I thought you said you wouldn't tell anyone  Now you deserve to have it HA! XD
0," Ohh, that's weird o_O Hopefully the new version works! FOr some reason, it wont minimize to the tray though "
0,"my arms are killing me  and my throat is sore... hopefully it gets better soon because today is kinda busy!! Church, graduation, bonfire<3"
0,i know  im thinking of replacing it with a machamp xD i want andrew's gold version top 6!
0,gah I'm tired Last night got me like this  But It was a great night though XD
0," Aw scary people bus.  Uhm, just imagine them all naked? XD No, probably not my best-ever suggestion!"
0,My neck is still killing from Mcfly  and my ribs are hurting  urgh lolll.But it was amazing.Dougie Poynter jumped on me!... <3<3<3
0,"I missed the auditions...  Oh well, atleast I have a routine. HAPPY MOTHERS DAY! I wanna play LittleBigPlanet xD"
0,â¥I am Sadâ¥  Bu...!!...XD
0,I need a ladder.  This world was made for tall people!!! DX
0,Another few hours of doing the design. O_o I hate it.
0,just founf out that a friend of mine 's cat got hit by a car an died :'(  and she have 3 kittens :O   sooo sad :'( RIP doris <3<3<3
0,i really have to piss but im too lazy to walk to the bathroom...  wtf is wrong wiff meh xD hahahaha
0,R.I.P auntie margarete<3 great news too hear while I'm on ma way to church
0,I listen to hip hop xD. and and hardcore music.
0,anddddd today's gonna be my last fill of protein drink  im going to miss  it 8D
0,To tired to learn.  <~MMFCL<3~>
0,is not liking the weather outside and gutted im up  hope everyone's okay in LA after the earthquake:O
0,That's the whole hassle. I have been trying to get the Presario F700 compatible with XP. But there are always driver conflicts.
0,awake xD This afternoon I'm going to my cousins birthday party! I don't know what I can eat there though
0,Wants to go to London... its everywhere!!  ahh well 20 days 2 go ... im sure it wont kill me lol... gna try and do revision 2day :S:S
0,Watching my clothes </3  XD
0,i think i just lost my phone O_O .... i cant find it
0,i wanna go home... enough work for me today!!! XP and I miss Jamie.
0,haha oh thanks what you trying to say  meany lol yep and I think this is my 500th woo go me lol xD and yeah you do
0,gonna change my clothes now xD and I have to study a lot for school
0,Loving my bf. Miss him so much   <3TS<3TE<3
0,"Writing some more today, trying to add another chapter to my ATL fan-fic. Cant see J today  maybe gonna see C &amp; S xD"
0,i wish i could go back to bed.  BUT sick day =D=D
0," sadly no  i'll try to kill your uncle in my sleep tonight though, see how successful it is XD"
0,I know exactly what you mean. My body hates me too!   I never get enough protein! Hope you feel better<3
0,i do not like this 10 things i hate about you tv series. it makes me miss my bb heath<3
0,lol.....yes!!! cant seem to get a profile picture up tho   how are you? XD
0,woke up at 11 this mornin Lazy Lazy XD  chattin 2 friends nd in all day bloody hate the weather  xX
0,awake now O_O. hunngrrryyy somebody feed me  lol  lol I don't think that'll work lol.
0,me too xD   wanna play the sims 3 NOW
0,"Thinking of you<3 I just want things to work out, for once. It is so amazing to me how unfair life really is and how selfish people are. "
0,i wisssssshhhhhh i was at bamboozle<3?!
0," Yes, you are one, 4ever;)Are they good? I never tried them out   Me and Besi ate Pombears with ketchup in english"
0,and gained 0 xp    Now I wanna start playin WoW again and ruin my life.
0,"Walmart fer 2 hours -.- jst bought a magazine &amp; cheese cheetos, &amp; ice breaker ice tea! ;DD ehhh. Ahhaa science quiz tmrw  taylor lautner<3"
0," hi^^ yep,that's terrible(( a weird tradition-it always starts to snow when my b-day is around.xD "
0,"Good night, I taught Oleg and Terr the Hoedown Throwdown, hahah, my first two students! Babies<3. Work tomorrow morning "
0,:O:O wowww Roger!!! do you know A.Radwanska?? polish tenis player jeje but she lost  what about the plane??:O
0,"Better Mood  Watchiin 2 &amp;&amp; Half Man Fun Fun xD Oh My Sister's iiN  Cuba , Missin Her SO Much  14 Days iiS a Long Tiime 0_o ..."
0,buuuu  i'm your sweet nurse baby 1313 XD
0,"I'm feeling ecstatic!! I met James Matthews and Josh Wilkinson and got James Towel xD, maan my ears are still ringing and my throat hurts "
0,good evening tweeps XD first day of school is soo boooring
0,haha suuuuure... i mena I'm happy to see Patrick do &quot;Enchanted&quot; and &quot;Thriller&quot; xD buuuuut not as much time to talk to you
0,i am...qq. our only children
0,hei I do!  jk! xD I LOVE YOU SO SO FREAKIN MUCH you already know that! ;D
0,aww  get it when your mom comes back 8D
0,we didn't place  and Eastlake got 3rd AGAIN! They so copied our concepts too</3
0,Yo Yo Yo (:  Msn Aint Workin  Youtube Can Be My Best Friend Again Now. XD
0,cool  send me a message   well i g2g now xD leaving my mac now   we can text instead xD
0,i know this!  lol leaving back tomorrow morning  lol i wanna stay.  :::sigh:::  - $teph<3
0,Someone help me find a D&amp;D table please
0,butbutbut  i wanna go this time!! lolol xD
0,have a good night  - $teph<3
0,: Yeaa.  Sayang hinde tayo nagkita. Tsk2. Next time ulet. xD
0,"OFF OUT IN THE SUNSHINE IN A MIN,,  SCHOOL WAS TURD    WATCHIN PHINEAS &amp; FERB AT THE MOMENT....aha XD"
0,On my Eee PC!    On Windows XP.    Got Spider Solitaire.
0,quality time with my [PRiNCESS] _ some noqqin and&amp;' toyzs! dhen eatinqg dinner dhat my babi3e cooked for me<3 dhen back home
0,Last Man Standing is NOT going to fix Ortom V. HHH by ANY means. Way to make RAW even WORSE Vince  Good Night twitterverse<3
0,"Aww man, my internet isn't working in my apartment right now.  At least I have my iPhone. x_x"
0,im just sOoO bOored  mmm..!!! OMG..!! i think ii loOve u..!! XD
0," I also have stomachproblems, yougurt is one of the things I also can eat. but I can't eat raw fruit  I'll hope you feel better<3"
0,yeahh! Ryland was amazing xD BUT I DIDN'T GET A HUG OFF HIM booo  Suarez seemed a bit off tbh..but I think he'd just woken up
0,home xD I burnt my arm on the steamer at work twice  lol
0,u should have stay more! ... Next trip... Peruuuuuu! XD
0,cool!! xD I just checked your pics and omg you look so sad in the first one  I don't think they are too short
0,camp rock finished  i'm sad  xD
0," BAH!!!! wish i could... at work  and the dumb'os in the IT dept crippled my PC to the bone, so i can't get on those fun stuffs xD"
0," xD They were giving out plumbob headbands too! I was late though, didn't get it.  I really wanted it too, lol."
0,omg you couldve  just come anyway lmfao [x loveyouu<3 xoxo
0," Ahhh, I feel you.  Business test tomorrow too. Not the point,.IT'LL BE OVER SOON. Think that way. ;) PRAYIN' for ya here<3"
0," Fankoo! Yeah it was real fun, I sold a bunch of eggs at one point XD I sure do miss you though "
0,awww  goodluck on everything! and I hope you won't have to stay up hella late again boo. take caree<3
0,going to sleep although nobody gives a crap:S yeah it does suck
0," but i wont and dat makes me depressed  i only get to c u in my dreams,i had the best dream last nite u were the star XD xx"
0,but.. but.. i like my   o_O graphic
0,i wanna have chocolate day too  xD
0,Bye bye ubuntu computer  enjoy having XP again
0,XD....I died laugh when I saw that...so sad that the guy is serious
0,"is happy, even though she lost on double&amp;single ping pong, and badminton :| nomore goin up to the stage  but anyways P <3<3 "
0," ADRIAN, i wish i could come over to canada.  hahaha<3"
0,Some esoteric driver conflict is causing Windows 7 RC to lock randomly on my Macbook Pro. Build 7000 worked fine. gg. Back to XP.
0,he is hurting my feeling xD. by calling Andy rude things
0,wants to go back to TO  at least I am sketching again s'pose....Want to play more with colour >< need to clear up room to do it D8
0,I voted again xD
0,earache!!!  someone should entertain me<3
0," oh  If U want to touch it, GO XD Ur my partner for loving N! UPS guy is a good guy  (cute?)"
0,Using Data Logger to test my website assignment ... xD today no clubbin for me  im far behind schedule ... bloody assignments!!!
0,Thank you XD..yes it my dog Micha...she's so sweet..she lives with my parents
0,does anyone know how to convert 6 est to Aus time? ROFL xD fucking radio disney
0," Ya, I know they were hard!  But I procrastinated but then I said,&quot;Ya know, I'm just gonna do these!&quot; xD I hate poems!!!!"
0,The Kindle DX doesn't get released till June 10th
0,I'm still tryin to make the &quot;D.O.A.&quot; song grow on me....not really workin
0,im hungry xD what to have to eat.
0,oh twitter is simple and kinda useless lol but everyone twits anyway xD lots of uni stuff to do 2day  no fun day at all
0,gotta go! i'm depressed right now..on #andyhurleyday  tweet ya..@ Laura's prob..xD haha
0,I completely feel your pain  angels&amp;kings<3.
0,i know.  ?Mikey<3!
0,I'm so bored!!!!!!!!  And Friends won't respond to texts!! DX
0,it's 5am... wth... shoot me x_x... stupid paper. i need to wake up in 3 hours
0,Arg this freakin app keeps crashing!!  fix it apple or else.... XD
0,i know  some people just need to mature if they're doing it just to bait others XP
0,i like this &quot; site &quot; but i don't understand more thinks ^^ lol ^^ and my PC is bad ...  XD ^^
0,hahahhahahha!! I loved your joke! xD
0," oh man,I'm sooo jealous.i wanna see them too  greetz my man from me xD"
0,Tried installing mac 10.5.2 on my pc.....now its crashed n unbootable.....gonu install fresh xp prof.....
0,"Finished watched EAsone good items like mass effect 2 and maybe NFS:S but overall dissapointed   buy one, you need one!!"
0," good question! it's a pity  that i wasn't there   i live in germany...............but the life must go on XD but i'm sad,"
0,I just got back from an amazingly fun day at the local amusement park! It was so great... until I started feelin' sick. x_x Has flu now.
0,big brother!! haha. i told myself i wouldn't watch it but i know i'll end up addicted xD there's no hot ones in there tho
0,i just lock up my dog in the room so i can clean better xD poor Dolce  lol
0,puzzlepirates is a game XD quite entertaining when I get bored but meh gaming is not worth my time nowadays
0,I just realized I was staring at the &quot;When will you die... :number rapidly shrinking:&quot; for a minute..FML.
0,getting the same error on beta.bloglines.com with XP and latest firefox.  was working fine on Vista last night
0,"7am I'm awake like clock work, why!?  headed home, hopefully my bed will help me sleeeeep<3"
